store_id,store_name,store_address,telephone_number,fax_number,email,url,customer_delivery_time,store_location,created_at
AR9900182,วิโรจน์ ศรีดาวาศ์ บ้านโปร่ง,,871506829,,,,,,7/30/2024 21:13:09
AR9900184,แม่เย็น-นาดีสร้างบง,,640848720,,,,,,7/30/2024 21:13:09
AR9900185,เสียงทอง วังสามหมอ,,0885375099**ปิดร้านชั่วคราว**,,,,,,7/30/2024 21:13:09
AR9900186,พี่อ้อย,,,,,,,,7/30/2024 21:13:09
AR9900187,นายทิชากร ทิพนัส (ออมอันการค้า)(3),136 หมู่ที่1 ตำบลบ้านโปร่ง อำเภอศรีธาตุ จังหวัดอุดรธานี 41230,0803299595/แอพ+ไลน์,,,https://goo.gl/maps/hX1BwJyfFKH6vL969,,"17.011526, 103.112946",7/30/2024 21:13:09
AR9900188,ไอติม โนนสะอาด,,845097749,,,,,,7/30/2024 21:13:09
AR9900189,ยายอ้วน บ.ดอนคง,75 หมู่ 2 บ้านดอนคง ต.อุ่มจาน อ.ประจักษ์ศิลปาคม จ.อุดรธานี 41110,924645481,,,https://goo.gl/maps/vTVK89Tv1UPZUob58,,"17.218961, 103.072979",7/30/2024 21:13:09
AR9900190,จิรวัตร,,862281723,,,,,,7/30/2024 21:13:09
AR9900191,ไผ่สีทอง บ้านนาเพ็ญ,,849019913,,,,,,7/30/2024 21:13:09
AR9900192,ทรัพย์รุ่งเรือง [ครูนาง],199 หมู่ที่ 1 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,985852218,สะดวกรับไม่เกิน 18.00 น.,,https://goo.gl/maps/wViDwYFvCnuJ8ojA8,,"17.144021, 102.971593",7/30/2024 21:13:09
AR9900193,แทนไท บ้านกุงเก่า,,994604042,,,,,,7/30/2024 21:13:09
AR9900194,พี่ดาวบ้านนาดี,,621293307,,,,,,7/30/2024 21:13:09
AR9900196,ร้านสำราญ โนนสะอาด,,610748140,,,,,,7/30/2024 21:13:09
AR9900197,แม่อ๋อย บ้านตูมเหนือ,,642087670,,,,,,7/30/2024 21:13:09
AR9900198,น้องมาเล บ้านกงพาน,,863755292,,,,,,7/30/2024 21:13:09
AR9900199,ชยางกูรการค้าบ้านนาดี,,906161982,,,,,,7/30/2024 21:13:09
AR9900200,แม่นางทางพาด/รถเร่,,,,,,,,7/30/2024 21:13:09
AR9900201,แม่สมร บ้านหนองโก (2),,0988424405/ไลน์,,,https://maps.app.goo.gl/DgU8brG3QBj1vH5s9,,"16.948657, 102.998807",7/30/2024 21:13:09
AR9900202,คุณหญิงท่าคันโท (4),,611103304,,,,,,7/30/2024 21:13:09
AR9900203,พินทอง บ้านโนนต้อง (5),เลขที่116 หมู่8 ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี,813208094,,,https://maps.app.goo.gl/h8fbffVY2G5zQoYT7,,"17.250878, 102.824725",7/30/2024 21:13:09
AR9900204,ครูบุญลือ,36 หมู่7 บ้านนาเหล่า ต.หนองกุงศรี อ.โนนสะอาด จ.อุดรธานี 41240,,,,,,,7/30/2024 21:13:09
AR9900205,พี่ต่าง,,847515146,,,,,,7/30/2024 21:13:09
AR9900206,แม่ราตรี บ้านเหล่ากกโพธุ์ (3),,872176095,ไม่เกิน18.00น.,,https://goo.gl/maps/PgfhL7qVyb1VUu8X7,,"17.166461, 103.095989",7/30/2024 21:13:09
AR9900207,น้องก้อย ห้วยเกิ้ง,,984948648,รับเอง 17.00น.,,,,,7/30/2024 21:13:09
AR9900208,ป้าวาดทางพาด,ซอย.โรงแรมเสริมสิริรีสอร์ท,0610675935,,,https://maps.app.goo.gl/rt93J1qRMh72bEqC6,,"17.132222, 102.944712",7/30/2024 21:13:09
AR9900209,ปลาร้านัวระเบิด,บ้านดงเรือง ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,,,,,,,7/30/2024 21:13:09
AR9900210,แม่คำแต่ง บ้านหนองประเสริฐ,,862310517,,,,,,7/30/2024 21:13:09
AR9900211,พี&พี มินิมาร์ท,,955875997,,,,,,7/30/2024 21:13:09
AR9900212,ละมัย บ้านสีแจ,,866397492,,,,,,7/30/2024 21:13:09
AR9900213,แม่ติ๋มบ้านแสงสว่าง,,808035069,,,,,,7/30/2024 21:13:09
AR9900214,แสนสง่าการค้า (5),,,,,,,,7/30/2024 21:13:09
AR9900215,นางรัศมี สาทิพย์จันทร์,64 หมู่ที่3 ต.ผาสุก อ.กุมภวาปี จ.อุดรธานี 41370,,,,,,,7/30/2024 21:13:09
AR9900216,ร้านสุวรรณี บ้านโคกใหญ่ (3),,0958914682/0642959451,ไม่เกิน17.00น.,,https://goo.gl/maps/rGWpVHCKkc5923Mh7,,"17.075834, 103.186978",7/30/2024 21:13:09
AR9900217,ตาหมื่น นาดีสร้างบง (2),,0640848720/0819157880,ไม่เกิน 16.00 น,,https://goo.gl/maps/ndQi37gywHVEvWmB9,,"17.200650, 102.932979",7/30/2024 21:13:09
AR9900218,เสถียรซื้อปลาร้าไมล์,,,,,,,,7/30/2024 21:13:09
AR9900219,บริษัท หน้าม่าน จำกัด (สำนักงานใหญ่),22/69 หมู่ที่ 9 ตำบลบางตลาด อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,,,,,,,7/30/2024 21:13:09
AR9900220,ยายเต่า โนนสะอาด,,980964248,,,,,,7/30/2024 21:13:09
AR9900221,แม่บุญเกิด ท่าลี่ (2),,,,,,,,7/30/2024 21:13:09
AR9900222,แม่ปิ๊ก บ้านเดียม (5),,856451890,ไม่เกิน 18.00 น.,,https://goo.gl/maps/Vx7joPQDWhErjBTc9,,"17.216805, 103.032985",7/30/2024 21:13:09
AR9900224,พีพี หน้าโรงเรียนสงเปลือย (5),,655054480,,,https://maps.app.goo.gl/uzyXsgoQE8SkvvRQ6,,"17.185237, 102.907905",7/30/2024 21:13:09
AR9900225,ตาอี๊ด กงพาน,,883143676,,,,,,7/30/2024 21:13:09
AR9900227,ร้านนภาพร โรงแป้ง(3),,0936620203/ไลน์สั่งเอง,,,,,,7/30/2024 21:13:09
AR9900228,ครูคอม โคกหนองแวง(3),,0855637574/ไลน์/ไม่ได้ขายของแล้ว,,,https://goo.gl/maps/N9c6aGkZ1EtHzatZ8,,"16.965831, 103.262979",7/30/2024 21:13:09
AR9900229,ต้นลำปาวทริป,,,,,,,,7/30/2024 21:13:09
AR9900230,หจก.เอ็นจิเนียริ่ง เซลแอนด์เซอร์วิส (สำนักงานใหญ่),189 ม.2 ต.นาดี อ.หนองแสง จ.อุดรธานี 41340,925285586,,,,,,7/30/2024 21:13:09
AR9900231,นาย สุภาพ อุทะกัง,102 หมู่ที่ 6 ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
AR9900232,นางพะเยาว์  ห่อลี,245 ม.6 ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี,0818746224,,,https://maps.app.goo.gl/k82y9DMs9Va5a15K9,,"17.079426, 102.933936",7/30/2024 21:13:09
AR9900233,แม่ลี บ้านดอนแคน,,,,,,,,7/30/2024 21:13:09
AR9900234,พี่เป้,,801938712,,,,,,7/30/2024 21:13:09
AR9900235,นาง พัชนี เศษคึมบง 178 หมู่ที่ 8 ต.เวียงคำ อ. กุมภวาปี จ.อุดรธานี 41110,,,,,,,,7/30/2024 21:13:09
AR9900236,นาง พลูศรี จันโทพลัง,5 หมู่12 ต.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
AR9900237,นาง ละมัย วิจิตรจันทร์,170 หมู่ที่ 2 ต.ห้วยเกิ้ง อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
AR9900238,ห้างหุ้นส่วนจำกัด สมพรพานิช อุดร (สำนักงานใหญ่),79/16 หมู่ที่1 ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000,841154333,,,,,,7/30/2024 21:13:09
AR9900239,โรงเรียนบ้านนกขะบา,หมู่4 ต.เชียงเหว อ.กุมภวาปี จ.อุดรธานี 41110,,,,https://goo.gl/maps/LuAeemVRBS7DFzYU6,,"17.226048, 103.011957",7/30/2024 21:13:09
AR9900240,นางเพ็ญพร แก้วกาหลง,79 หมู่ที่ 9 ต. บ้านโปร่ง อ.ศรีธาตุ จ.อุดรธานี 41230,,,,,,,7/30/2024 21:13:09
AR9900241,บริษัท มัลติเฟส คอนเนค จำกัด (สำนักงานใหญ่),เลขที่ 44/18 ซอยลาดพร้าว 15 แยก11 ถนนลาดพร้าว แขวงจอมพล เขตจตุจักร กรุงเทพฯ 10900,,,,,,,7/30/2024 21:13:09
AR9900242,นาง สุปราณี ถนอมเทวศิริกุล,135 หมู่ที่ 5 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,,,,,,,7/30/2024 21:13:09
AR9900243,99 รุ่งเรือง บ้านโคกผักหวาน (1),,634305569,ไม่เกิน 18.00น.,,https://goo.gl/maps/KuanXmUKm5ThFcC47,,"17.059221, 102.923011",7/30/2024 21:13:09
AR9900244,คลังเจริญ หนองแซง(4),,0910519267/0972283820,,,https://goo.gl/maps/n8WRY61F5ZxYYHRSA,,"16.857531, 103.267011",7/30/2024 21:13:09
AR9900245,โรงเรียนบ้านโนนเชียงค้ำ,หมู่2 ต.ทับกุง อ.หนองแสง จ.อุดรธานี 41340,,,,,,,7/30/2024 21:13:09
AR9900246,คุณเพ็ญสิริ ชูมา,214 หมู่4 ต.พันดอน อ.กุมภวาปี จ.อุดารธานี 41370,833600495,,,,,,7/30/2024 21:13:09
AR9900247,โรงเรียนหนองแสงวิทยาศึกษา,161 ม.7 ต. ทับกุง อ.หนองแสง จ.อุดรธานี 41340,,,,,,,7/30/2024 21:13:09
AR9900248,เมืองงามแสนสิริ,,,,,,,,7/30/2024 21:13:09
AR9900249,ช สนั่น,,625927705,,,,,,7/30/2024 21:13:09
AR9900250,น.ส. พูลสินธ์ กองเกิด,183 หมู่ที่ 1 ต.หนองแสง อ.หนองแสง จ.อุดรธานี 41340,,,,,,,7/30/2024 21:13:09
ARI00001,บริษัท สหพัฒนพิบูล จำกัด [มหาชน] สำนักงานใหญ่,2156 ถ.เพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม 10310,,,,,,,7/30/2024 21:13:09
ARI-00001,นาย ภูริพันธ์ ชูมา 29 หมู่ที่ 4 ต. พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,,,,,,,,7/30/2024 21:13:09
ARI00002,บริษัท วาไรตี้ ฟู้ดส์ อินเตอร์เนชั่นแนล จำกัด (สำนักงานใหญ่),44/4 หมู่ 10 ตำบลบางโทรัด อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000,,,,,,,7/30/2024 21:13:09
ARI00003,โรงเรียนบ้านหมากบ้า (2),,862401177,,,https://goo.gl/maps/o767bdk9gD2HCgSJ9,,"17.200520, 102.970968",7/30/2024 21:13:09
ARI00004,โอ-กุ้ง แสงสว่าง (1),,0614799194/ไลน์,ไม่เกิน 19.00น.,,https://goo.gl/maps/RCb7NJTsoDyGr28RA,,"17.118813, 102.820693",7/30/2024 21:13:09
ARI00005,ครัวหลบมุม ดอนแคน,,635785899,,,,,,7/30/2024 21:13:09
ARI00006,คุณอ้อม [นุชรี คำสิม],10 หมู่ 8 บ้านอุ่มจาน ตำบลอุ่มจาน อำเภอประจักษ์ศิลปาคม จังหวัดอุดรธานี 41110,826953619,,,https://goo.gl/maps/YnzJKx7cez8kgQuG8,,"17.234466, 103.040039",7/30/2024 21:13:09
ARI00007,บริษัท ไอ ซี พี ลัดดา จำกัด (สำนักงานใหญ่),42 อาคาร ไอ ซี พี ชั้น 5 ถนนสุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500,20299888,0-2029-9886-7,,,,,7/30/2024 21:13:09
ARI00008,นางสาวปรียาภรณ์ เหง้าพรหมมินทร์ 11หมู่ที่ 16 ตำบลเสอเพลอ อำเภอกุมภวาปี จังหวัดอุดรธานี 41370,,,,,,,,7/30/2024 21:13:09
ARI00009,ไข่ย่างห้วยเกิ้ง,,968298494,,,"https://www.google.com/maps/place/2316,+Tambon+Pa+Kho,+Amphoe+Kumphawapi,+Chang+Wat+Udon+Thani+41370/@17.0573355,102.9174291,17z/data=!3m1!4b1!4m6!3m5!1s0x312305f484e38c03:0xe02fe0e2caa9dc16!8m2!3d17.0573304!4d102.920004!16s%2Fg%2F1hm58b_sg?entry=ttu&g_ep=EgoyMDI1MDMwNC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",,"17.057351, 102.919907",7/30/2024 21:13:09
ARI00010,หมูหยอง-น้องชิน,,986533013,,,,,,7/30/2024 21:13:09
ARI00011,วัยรุ่นสร้างตัว,,,,,,,,7/30/2024 21:13:09
ARI00012,เจ้มวน,,,,,,,,7/30/2024 21:13:09
ARI00013,สี่แยกปากหวาน พยัคฆภูมิพิสัย,,922989978,,,,,,7/30/2024 21:13:09
ARI00014,หจก. อุดรโอฬาร [1997],130/3-5 ถนน นเรศวร ต.หมากแข้ง อ.เมือง จ.อุดรธานี,,,,,,,7/30/2024 21:13:09
ARI00015,ลานนั่งชิว,,890336482,,,,,,7/30/2024 21:13:09
ARI00016,ก.ท.บ. หมู่3,,,,,,,,7/30/2024 21:13:09
ARI00017,ร้านก๋วยเตี๋ยวหมู หน้า รร สงเปลือย,,951845579,,,,,,7/30/2024 21:13:09
ARI00018,บริษัท เดอเบล จำกัด สาขาที่ 0006 [สาขาอุดรธานี],216/7 ม.7 ซอยบ้านโนนยาง ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
ARI00019,หนาร้าน-เงินสด POS,,,,,,,,7/30/2024 21:13:09
ARI00020,มาลัย,,,,,,,,7/30/2024 21:13:09
ARI00021,บริษัท เต็มธนะ บิซิเนส จำกัด (เฮียเต่า),98 หมู่บ้านจอมพลพัฒนา หมู่ที่10 ต.คำม่วง อ.เขาสวนกวาง จ.ขอนแก่น 40280,,,,https://goo.gl/maps/YpBXmyywMmkKp6KX9,,"16.855520, 102.859961",7/30/2024 21:13:09
ARI00022,ร้านเจริญทรัพย์อนันต์ (2),เลขที่ 96​ หมู่ที่ 3​ บ.หัวฝาย ตำบลโนนสะอาด​ อำเภอโนนสะอาด​ จังหวัดอุดรธานี​ 41240,913837863,,,,,,7/30/2024 21:13:09
JK-00002,บริษัท แลคตาซอย จำกัด,3532 ถนน สุขุมวิท แขวงบางนาใต้ เขตบางนา กทม 10260,,,,,,,7/30/2024 21:13:09
JK-00004,โรงเรียนบ้านโคกสว่าง,หมู่ 2 บ้านโคกสว่าง ต.หนองแสง อ.หนองแสง จ.อุดรธานี 41340,,,,,,,7/30/2024 21:13:09
JK-00005,สำนักงานปลัดกระทรวงอุตสาหกรรม ถนนพระรามที่6 แขวงทุ่งพญาไท เขตราชเทวี กทม. 10400,,,,,,,,7/30/2024 21:13:09
JK-00006,บริษัท ไวท์ไลน์ แอดทิเวชันจำกัด (สำนักงานใหญ่),208 อาคาร 208 วายเลสโร้ด ยูนิต 507ชั้น 5 ถนน วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,,,,,,,7/30/2024 21:13:09
JK-00007,แพรตะวันขอนแก่น,,,,,,,,7/30/2024 21:13:09
JK-00008,บจก.เฮียบหงวนอีซูซุเซลส์,444/4 ม.4 ต.บ้านจั่น อ.เมือง จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
JK-00009,โดนัท บ้านแสงสว่าง,บ้านแสงสว่าง,807418513,,,https://goo.gl/maps/7dXKJRDnrNeQ9vdq7,,"17.116777, 102.822925",7/30/2024 21:13:09
JK-00010,สลักจิต,14 หมู่ 3 ต.บ้านโปร่ง อ.ศรีธาตุ จ.อุดรธานี 41230,935064746,,,,,,7/30/2024 21:13:09
JK-00011,นาง กันยารัตน์ ศรีรัตน์,,,,,,,,7/30/2024 21:13:09
JK-00012,บริษัท ยูนิคมอลล์ จำกัด,742 ม.20 ต.สว่างแดนดิน อ.สว่างแดนดิน จ.สกลนคร 47110,,,,,,,7/30/2024 21:13:09
JK-00013,"บริษัท ร่วมเจริญพัฒนา จำกัด (สำนักงานใหญ่) 99, 25/18-20 หมู่ที่ 4 ตำบลบางตลาด อำเภอปากเกร็ด จังหวัดนนทบุรี 11120",,,,,,,,7/30/2024 21:13:09
JK-00014,ซือง้วน,,,,,,,,7/30/2024 21:13:09
JK-00015,เทศบาลตำบลกุมภวาปี,210 หมู่ 4 ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
JK-00016,เขตห้ามล่าสัตว์ป่าหนองหานกุมภวาปี,บ.โนนสา ม.12 ต.นาม่วง อ.ประจักษ์ศิลปาคม จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
JK-00017,โรงพยาบาลห้วยเกิ้ง,5 หมู่ 4 ต.ห้วยเกิ้ง อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
JK-00018,เจริญผล ท่าอุเทน,,,,,,,,7/30/2024 21:13:09
JK-00019,"OISHI TRADING .,LTD","36th FL., CW Tower,90 Ratchadaphisek Rd., huai Khwang Bangkok 10310",,,,,,,7/30/2024 21:13:09
JK-00020,นายบุญเชิญ กาฬพันธ์,บ.กุดดอกคำ 69 หมู่ที่ 4 ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี 41240,0935407442/0929297657,,,https://goo.gl/maps/7Mfxz6XborEizxUM9,,"16.978021, 102.831989",7/30/2024 21:13:09
JK-00021,บริษัท ปิโตรเลียมไทยคอร์ปอเรชัน จำกัด 120หมู่ที่ 14 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370 เลขที่สาขา 00469,,,,,,,,7/30/2024 21:13:09
JK-00023,บริษัท พีแอนด์เอ็น อุดมพร จำกัด (สำนักงานใหญ่) (3),110 ม.4 ต.บางอ้อ อ.บ้านนา จ.นครนายก 26110,,,,,,,7/30/2024 21:13:09
JK-00024,หจก. สหสินเทรดดิ้ง,,,,,,,,7/30/2024 21:13:09
JK-00025,โชคดีการค้า(1),เลขที่ 97 ม.7 หมู่บ้านแสงสว่าง ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี 41340,890216546,,,https://goo.gl/maps/xfm9kVgAUa9op3827,,"17.121561, 102.824000",7/30/2024 21:13:09
JK-00026,บริษัท เอส พี เจ มาร์เก็ตติ้ง จำกัด,998 ม.1 ต.บ้านเลื่อม อ.เมืองอุดรธานี จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
JK-00027,พี่เสมอุดร,,,,,,,,7/30/2024 21:13:09
JK-00030,โรงเรียนบ้านหนองศรีเจริญ-หนองผึ้ง,206 หมู่ 14 บ้านหนองศรีเจริญ ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,902214016,,,,,,7/30/2024 21:13:09
JK-00031,นางปาริชาติ ไชยวรรณ,170/243 หมู่บ้าน ภัสสร 26 ซ. 17 ต.บางคูวัด อ.เมืองปทุมธานี จ.ปทุมธานี 12000,830570282,,,,,,7/30/2024 21:13:09
JK-00032,บริษัท รุ่งเรืองอินเตอร์ (2008) จำกัด,111 หมู่. 10 ต.หนองหาน อ.หนองหาน จ.อุดรธานี 41130,,,,,,,7/30/2024 21:13:09
JK-00034,นาย สุรชัย สารีพันดอน,138 หมู่ที่12 ต.เชียงแหว อ.กุมภวาปี จ.อุดรธานี 41110,898422959,,,,,,7/30/2024 21:13:09
JK-00035,อ.การค้า อุดร,,,,,,,,7/30/2024 21:13:09
JK-00036,วาสนา บ้านโนนสมบูรณ์,,0946704618,,,https://maps.app.goo.gl/Fs1MXM8WdXsR49qT8,,"17.252443, 102.923429",7/30/2024 21:13:09
JK-00037,พี่อ๊อด เหล้าขาว,,819260665,,,,,,7/30/2024 21:13:09
JK-00038,บริษัท ครีเอตุส คอร์โปเรชั่น จำกัด สาขาที่ 00003,2534/107-109 ถนนราษฎร์อุทิศ 1 ต.บางโคล่ อ.เขตบางคอแหลม จ.กรุงเทพมหานคร 10120,22952951,,,,,,7/30/2024 21:13:09
JK-00039,บริษัท มั่งมี อีคอมเมร์ซ จำกัด,428 ซอย สุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม 10110,,,,,,,7/30/2024 21:13:09
JK-00040,84-0943 [24] เล็ก,,,,,,,,7/30/2024 21:13:09
JK-00041,84-2566[28]ใหญ่,,,,,,,,7/30/2024 21:13:09
JK-00042,84-6565 [41],,,,,,,,7/30/2024 21:13:09
JK-00043,84-6566 อด[36],,,,,,,,7/30/2024 21:13:09
JK-00044,ฒล 5216[31],,,,,,,,7/30/2024 21:13:09
JK-00045,บห 4780[21],,,,,,,,7/30/2024 21:13:09
JK-00046,ผก 359[33],,,,,,,,7/30/2024 21:13:09
JK-00047,ผก 4806[32],,,,,,,,7/30/2024 21:13:09
JK-00048,ผค 9282[22],,,,,,,,7/30/2024 21:13:09
JK-00049,ผจ5131[23],,,,,,,,7/30/2024 21:13:09
JK-00050,ผธ 4108 [18]เล็ก,,,,,,,,7/30/2024 21:13:09
JK-00051,ผธ 4253[19]ใหญ่,,,,,,,,7/30/2024 21:13:09
JK-00052,ผน 3279[16],,,,,,,,7/30/2024 21:13:09
JK-00053,ผน 3280[15],,,,,,,,7/30/2024 21:13:09
JK-00054,ผบ 152[27],,,,,,,,7/30/2024 21:13:09
JK-00055,ผบ 153[26],,,,,,,,7/30/2024 21:13:09
JK-00056,ผบ 3875[38],,,,,,,,7/30/2024 21:13:09
JK-00057,ผบ 3876[37],,,,,,,,7/30/2024 21:13:09
JK-00058,ผบ 4772 [46],,,,,,,,7/30/2024 21:13:09
JK-00059,สามล้อใหญ่17,,,,,,,,7/30/2024 21:13:09
JK-00060,โรงเรียนบ้านเซียบ,232 หมู่ 9 ต.เชียงแหว อ.กุมภวาปี จ.อุดรธานี 41110,611128867,,,,,,7/30/2024 21:13:09
JK-00061,บริษัท อุดรธนานนท์ จำกัด,388 ม.5 บ้านท่าตูม ต.หมูหม่น อ.เมืองอุดรธานี จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
JK-00062,โรงเรียนบ้านโคกสว่าง,หมู่ 2 บ้านโคกสว่าง ตำบลหนองแสง อำเภอหนองแสง จังหวัดอุดรธานี ต.หนองแสง อ.หนองแสง จ.อุดรธานี 41340,985418825,,,,,,7/30/2024 21:13:09
JK-00063,บริษัท อัลลายด์เทค (ประเทศไทย ) จำกัด(สำนักงานใหญ่),21/27 ซอยนวมินทร์ 133 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 อ.เขตบึงกุ่ม จ.กรุงเทพมหานคร 10230,,,,,,,7/30/2024 21:13:09
JK-00064,THE SIAM COMMERCIAL BANK PLC.,"9 Ratchadapisek RD., jatujak, Bangkok 10900",,,,,,,7/30/2024 21:13:09
JK-00065,บริษัท ไทยน้ำทิพย์ คอมเมอร์เชียล จำกัด,214 อาคารไทยน้ำทิพย์ ชั้น9 ม.5 ถนนวิภาวดีรังสิต แขวงทุ่งสองห้อง เขตหลักสี่ กทม 10210,,,,,,,7/30/2024 21:13:09
JK-00066,ห้างหุ้นส่วนจำกัด ไทสกล มาร์เก็ตติ้ง,642/1 ถนนรัฐบำรุง ตำบลธาตุเชิงชุม อำเภอเมือง จังหวัดสกลนคร 47000,,,,,,,7/30/2024 21:13:09
JK-00067,น.ส. อิศรา ครองปัญญา,170 ม.6 ต.แชแล อ.กุมภวาปี จ.อุดรธานี,,,,,,,7/30/2024 21:13:09
JK-00068,ทดสอบ 2,,910502532,,,https://goo.gl/maps/ftnMTqfYeZnt8vx67,,,7/30/2024 21:13:09
JK-00069,ทดสอบ 3,,910502532,,,,,,7/30/2024 21:13:09
JK-00070,ทดสอบ 4,,910502532,,,,,,7/30/2024 21:13:09
JK-00071,ทดสอบ 5,,910502532,,,,,,7/30/2024 21:13:09
JK-00072,ทดสอบ 6,,910502532,,,,,,7/30/2024 21:13:09
JK-00073,ทดสอบ 7,,910502532,,,,,,7/30/2024 21:13:09
JK-00074,ทดสอบ 8,,910502532,,,,,,7/30/2024 21:13:09
JK-00075,ธนาคาร ไทยพาณิชย์ จำกัด [มหาชน],เลขที่ 9 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กทม 10900,,,,,,,7/30/2024 21:13:09
JK-00076,สำเพ็ง เฮียปาร์ค,,910502532,,,,,,7/30/2024 21:13:09
JK-00077,เฮียปอ,,,,,,,,7/30/2024 21:13:09
JK-00078,อาม่า - อากง,,,,,,,"17.131998, 102.959979",7/30/2024 21:13:09
JK-00079,ร้านวาวา - เบิกใช้ในร้าน,,,,,,,,7/30/2024 21:13:09
JK-00080,บริษัท สิริโปร จำกัด สาขาที่ 00002,229/2 ม.4 ต.บ้านจั่น อ.เมืองอุดรธานี จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
JK-00081,ลลิตา,จ.อุดรธานี,902518522,,,,,,7/30/2024 21:13:09
JK-00082,สุนทรี เป้าปัดสี,120 ม.6 บ.ห้วยกองสี ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี 41110 จ.อุดรธานี,809023526,,,https://maps.app.goo.gl/Nypk4mB2ZgQofKvp8,,,7/30/2024 21:13:09
JK-00083,สาวิตรี เสมอหน้า,158 หมู่ที่ 3 ต.ปะโค อ.กุมภวาปี จ.อุดรธานี,625588162,,,https://goo.gl/maps/JHJHaN5GPPVvZTJB6,,,7/30/2024 21:13:09
JK-00084,บริษัท วันทูเทรดดิ้ง จำกัด [สำนักงานใหญ่],58/3 ม.6 ถนน พระประโทน-บ้านแพ้ว ตำบลตลาดจินดา อ.สามพราน จ.นครปฐม 73110,,,,,,,7/30/2024 21:13:09
JK-00085,แม่ยิ่ง ส้มตำ,เลขที่ 10 หมู่4 บ้านห้วยเกิ้ง ต.ห้วยเกิ้ง อ.กุมภวาปี จ.อุดรธานี 41110,843674836,,,"https://www.google.com/maps/search/?api=1&query=17.045783,102.929531",,,7/30/2024 21:13:09
JK-00086,บริษัท เอ็ม.ยี.แลนด์ จำกัด,เลขที่ 25 ซ.สุขุมวิท1 ถ.สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กทม 10110 เลขประจำตัวผู้เสียภาษีอากร ต.คลองเตยเหนือ อ.เขตวัฒนา จ.กรุงเทพมหานคร 10110,,,,,,,7/30/2024 21:13:09
JK-00087,บมจ.ธนาคารกรุงไทย สำนักงานใหญ่,เลขที่ 35 ถนนสุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กทม. 10110,21111111,,,,,,7/30/2024 21:13:09
JK-00088,บริษัท ช็อปจีนิกซ์ จำกัด,เลขที่ 49 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,,,,,,7/30/2024 21:13:09
JK-00089,กานรุ้ง,,,,,,,,7/30/2024 21:13:09
JR-000001,34 / 12ล้อ,,,,,,,,7/30/2024 21:13:09
JR-000002,84-0943 [24],,,,,,,,7/30/2024 21:13:09
JR-000003,84-2566 [28],,,,,,,,7/30/2024 21:13:09
JR-000004,84-6565 [41],,,,,,,,7/30/2024 21:13:09
JR-000005,84-6566 อด [36],,,,,,,,7/30/2024 21:13:09
JR-000006,ฒล 5216 [31],,,,,,,,7/30/2024 21:13:09
JR-000007,บห 4780 [21],,,,,,,,7/30/2024 21:13:09
JR-000008,ผค 9282 [22],,,,,,,,7/30/2024 21:13:09
JR-000009,ผจ 5131[23],,,,,,,,7/30/2024 21:13:09
JR-000010,ผธ 5131 [23],,,,,,,,7/30/2024 21:13:09
